,CustomerID,InvoiceDate,recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,RFM_Segment,customer_segment
989,13681.0,2011-11-22 11:13:00,17,57,827.83,75.54,59.43,59.43,6.18,Mid Value,Can't Lose
990,13682.0,2011-06-05 14:06:00,186,3,59.5,19.09,3.53,3.53,0.59,Low Value,Lost
991,13684.0,2011-02-27 10:13:00,285,30,67.23,7.37,41.05,41.05,3.6,Mid Value,At Risk Customers
992,13685.0,2011-12-07 11:41:00,2,39,3119.44,95.88,48.43,48.43,5.55,Mid Value,Can't Lose
993,13686.0,2011-06-10 09:10:00,182,8,72.0,19.89,10.96,10.96,1.23,Low Value,Lost
994,13689.0,2011-10-07 13:21:00,62,6,910.0,44.49,7.77,7.77,1.33,Low Value,Lost
995,13690.0,2011-10-11 15:03:00,58,9,172.25,46.33,12.61,12.61,1.77,Low Value,Lost
996,13692.0,2011-11-15 11:17:00,24,53,1488.32,67.53,57.5,57.5,5.9,Mid Value,Can't Lose
997,13694.0,2011-12-06 09:32:00,3,568,65039.62,93.55,98.62,98.62,9.79,High Value,Champions
998,13695.0,2011-11-08 14:26:00,30,90,2504.13,62.14,72.24,72.24,7.07,High Value,Potential Loyalists
999,13697.0,2011-11-01 09:14:00,38,12,151.3,56.7,17.72,17.72,2.36,Low Value,At Risk Customers
1000,13699.0,2011-07-07 16:51:00,154,14,308.58,23.71,20.65,20.65,2.11,Low Value,At Risk Customers
1001,13700.0,2011-11-13 13:00:00,25,197,2265.12,66.42,89.26,89.26,8.58,High Value,Potential Loyalists
1002,13703.0,2011-01-25 13:10:00,317,1,99.5,4.47,0.84,0.84,0.14,Low Value,Lost
1003,13704.0,2011-12-04 15:13:00,4,134,2308.06,91.52,82.27,82.27,8.37,High Value,Potential Loyalists
1004,13705.0,2011-12-02 12:32:00,7,28,711.86,88.41,38.35,38.35,4.59,Mid Value,At Risk Customers
1005,13706.0,2011-02-10 09:21:00,302,20,330.79,6.0,28.97,28.97,2.55,Low Value,At Risk Customers
1006,13707.0,2011-03-17 18:03:00,266,48,806.41,9.5,54.82,54.82,4.8,Mid Value,At Risk Customers
1007,13708.0,2011-03-13 13:46:00,270,51,296.88,8.98,56.27,56.27,4.92,Mid Value,At Risk Customers
1008,13709.0,2011-12-06 10:28:00,3,336,6328.05,93.55,95.63,95.63,9.53,High Value,Champions
1009,13710.0,2011-11-08 08:16:00,31,8,180.48,61.18,10.96,10.96,1.85,Low Value,Lost
1010,13711.0,2011-05-05 10:31:00,218,13,252.06,14.9,19.2,19.2,1.86,Low Value,Lost
1011,13712.0,2011-04-07 12:33:00,246,10,228.84,11.97,14.35,14.35,1.4,Low Value,Lost
1012,13715.0,2011-03-03 19:21:00,280,105,1079.34,8.0,76.46,76.46,6.62,High Value,Can't Lose
1013,13716.0,2011-03-15 13:49:00,268,21,138.28,9.19,30.35,30.35,2.72,Low Value,At Risk Customers
1014,13717.0,2011-11-07 14:13:00,31,102,1445.01,61.18,75.64,75.64,7.35,High Value,Potential Loyalists
1015,13718.0,2011-04-07 13:24:00,245,12,306.55,12.19,17.72,17.72,1.69,Low Value,Lost
1016,13719.0,2011-11-24 15:26:00,14,60,1041.68,79.8,61.0,61.0,6.38,Mid Value,Can't Lose
1017,13720.0,2011-08-15 12:46:00,116,43,799.9,28.84,51.43,51.43,4.8,Mid Value,At Risk Customers
1018,13721.0,2011-11-03 14:05:00,35,28,524.14,58.64,38.35,38.35,4.14,Mid Value,At Risk Customers
1019,13722.0,2011-07-31 12:44:00,131,85,2375.41,26.69,70.55,70.55,6.4,Mid Value,Can't Lose
1020,13723.0,2011-05-06 17:04:00,216,6,199.85,15.42,7.77,7.77,0.89,Low Value,Lost
1021,13725.0,2011-10-21 10:03:00,49,104,1980.56,51.19,76.18,76.18,7.24,High Value,Potential Loyalists
1022,13726.0,2011-11-01 10:49:00,38,42,1079.66,56.7,50.67,50.67,5.16,Mid Value,Can't Lose
1023,13727.0,2011-11-11 09:46:00,28,20,333.48,64.28,28.97,28.97,3.43,Low Value,At Risk Customers
1024,13728.0,2011-11-03 10:49:00,36,63,1016.14,57.91,62.55,62.55,6.19,Mid Value,Can't Lose
1025,13730.0,2011-07-27 08:35:00,135,43,752.6,26.03,51.43,51.43,4.76,Mid Value,At Risk Customers
1026,13731.0,2011-05-04 14:33:00,218,38,610.59,14.9,47.63,47.63,4.27,Mid Value,At Risk Customers
1027,13732.0,2011-11-11 15:49:00,27,33,491.86,65.21,43.79,43.79,4.7,Mid Value,At Risk Customers
1028,13735.0,2011-11-15 11:14:00,24,196,2885.24,67.53,89.17,89.17,8.59,High Value,Potential Loyalists
1029,13736.0,2011-12-04 15:19:00,4,191,731.9,91.52,88.65,88.65,8.91,High Value,Potential Loyalists
1030,13737.0,2011-05-23 16:32:00,199,30,339.6,17.39,41.05,41.05,3.75,Mid Value,At Risk Customers
1031,13739.0,2011-11-21 13:35:00,17,3,216.9,75.54,3.53,3.53,1.43,Low Value,Lost
1032,13740.0,2011-04-13 10:32:00,240,23,350.75,12.73,32.73,32.73,2.97,Low Value,At Risk Customers
1033,13741.0,2011-09-29 09:19:00,71,34,668.43,40.15,44.63,44.63,4.4,Mid Value,At Risk Customers
1034,13742.0,2011-11-23 11:07:00,16,321,3131.02,76.96,95.24,95.24,9.25,High Value,Champions
1035,13743.0,2011-12-07 10:09:00,2,41,1341.6,95.88,49.88,49.88,5.68,Mid Value,Can't Lose
1036,13744.0,2011-09-05 15:19:00,94,72,1156.36,32.8,66.22,66.22,6.12,Mid Value,Can't Lose
1037,13745.0,2011-06-30 16:43:00,161,25,300.04,22.64,34.87,34.87,3.3,Low Value,At Risk Customers
1038,13747.0,2010-12-01 10:37:00,373,1,79.6,0.09,0.84,0.84,0.07,Low Value,Lost
1039,13748.0,2011-09-05 09:45:00,95,28,948.25,32.47,38.35,38.35,3.75,Mid Value,At Risk Customers
1040,13750.0,2011-10-17 12:16:00,53,24,1647.26,48.46,33.82,33.82,3.6,Mid Value,At Risk Customers
1041,13751.0,2011-02-24 15:56:00,287,9,296.25,7.19,12.61,12.61,1.18,Low Value,Lost
1042,13752.0,2011-08-07 14:16:00,123,76,1186.28,27.94,67.57,67.57,6.16,Mid Value,Can't Lose
1043,13753.0,2011-02-25 12:48:00,287,35,741.26,7.19,45.54,45.54,3.98,Mid Value,At Risk Customers
1044,13754.0,2011-07-11 11:51:00,151,12,282.6,24.04,17.72,17.72,1.87,Low Value,Lost
1045,13755.0,2011-12-06 12:26:00,3,342,2161.35,93.55,95.83,95.83,9.55,High Value,Champions
1046,13756.0,2011-12-07 16:44:00,1,142,5189.52,97.92,83.49,83.49,8.57,High Value,Potential Loyalists
1047,13758.0,2011-11-28 11:11:00,11,117,3190.55,81.91,79.17,79.17,7.96,High Value,Potential Loyalists
1048,13759.0,2011-11-06 14:47:00,32,25,659.41,60.27,34.87,34.87,3.87,Mid Value,At Risk Customers
1049,13760.0,2011-10-16 16:13:00,53,57,286.79,48.46,59.43,59.43,5.78,Mid Value,Can't Lose
1050,13761.0,2011-10-20 14:01:00,49,70,1070.65,51.19,65.5,65.5,6.34,Mid Value,Can't Lose
1051,13762.0,2011-05-05 09:15:00,218,7,306.72,14.9,9.38,9.38,1.02,Low Value,Lost
1052,13763.0,2011-10-07 15:13:00,62,15,1714.96,44.49,22.16,22.16,2.55,Low Value,At Risk Customers
1053,13764.0,2011-09-30 12:03:00,70,208,1521.76,40.87,90.07,90.07,8.27,High Value,Potential Loyalists
1054,13767.0,2011-12-07 15:00:00,1,368,17220.36,97.92,96.34,96.34,9.66,High Value,Champions
1055,13769.0,2011-12-07 15:08:00,1,135,2796.51,97.92,82.54,82.54,8.48,High Value,Potential Loyalists
1056,13771.0,2011-10-06 14:18:00,63,119,2634.45,43.9,79.66,79.66,7.43,High Value,Potential Loyalists
1057,13772.0,2011-11-06 11:43:00,33,177,1132.13,59.61,87.65,87.65,8.34,High Value,Potential Loyalists
1058,13774.0,2011-09-19 12:06:00,81,22,345.0,35.94,31.59,31.59,3.22,Low Value,At Risk Customers
1059,13777.0,2011-12-09 12:25:00,0,197,25977.16,100.0,89.26,89.26,9.09,High Value,Champions
1060,13778.0,2011-08-28 15:25:00,102,9,178.7,31.45,12.61,12.61,1.54,Low Value,Lost
1061,13780.0,2011-12-02 13:49:00,6,57,360.01,89.79,59.43,59.43,6.4,Mid Value,Can't Lose
1062,13781.0,2011-04-03 12:08:00,250,17,127.84,11.6,24.93,24.93,2.29,Low Value,At Risk Customers
1063,13782.0,2011-11-27 11:54:00,12,115,912.0,81.07,78.72,78.72,7.91,High Value,Potential Loyalists
1064,13784.0,2011-11-30 09:33:00,9,31,2462.79,85.12,42.12,42.12,4.86,Mid Value,At Risk Customers
1065,13786.0,2010-12-07 13:53:00,366,7,230.4,1.27,9.38,9.38,0.82,Low Value,Lost
1066,13787.0,2011-09-25 12:06:00,75,31,309.04,38.16,42.12,42.12,4.15,Mid Value,At Risk Customers
1067,13790.0,2011-12-05 15:48:00,3,45,348.8,93.55,52.65,52.65,5.88,Mid Value,Can't Lose
1068,13791.0,2011-08-04 11:44:00,127,11,1516.0,27.35,16.1,16.1,1.78,Low Value,Lost
1069,13792.0,2011-10-04 14:31:00,65,13,195.55,42.5,19.2,19.2,2.27,Low Value,At Risk Customers
1070,13798.0,2011-12-08 15:51:00,0,349,37153.85,100.0,95.94,95.94,9.66,High Value,Champions
1071,13799.0,2011-08-15 12:07:00,116,39,688.86,28.84,48.43,48.43,4.55,Mid Value,At Risk Customers
1072,13800.0,2011-02-03 12:27:00,309,33,558.32,5.37,43.79,43.79,3.8,Mid Value,At Risk Customers
1073,13801.0,2011-10-04 10:15:00,66,23,324.8,42.02,32.73,32.73,3.41,Low Value,At Risk Customers
1074,13802.0,2011-07-24 10:54:00,138,60,4599.42,25.59,61.0,61.0,5.57,Mid Value,Can't Lose
1075,13803.0,2011-03-29 12:57:00,254,17,277.07,11.09,24.93,24.93,2.28,Low Value,At Risk Customers
1076,13804.0,2011-11-09 12:32:00,30,137,2635.79,62.14,82.84,82.84,7.97,High Value,Potential Loyalists
1077,13805.0,2011-10-18 14:50:00,51,13,924.6,49.71,19.2,19.2,2.38,Low Value,At Risk Customers
1078,13806.0,2011-10-07 11:43:00,63,10,256.38,43.9,14.35,14.35,1.88,Low Value,Lost
1079,13807.0,2010-12-07 15:48:00,366,7,112.6,1.27,9.38,9.38,0.82,Low Value,Lost
1080,13808.0,2011-12-04 12:18:00,5,76,1747.66,90.53,67.57,67.57,7.1,High Value,Potential Loyalists
1081,13809.0,2011-02-07 13:15:00,304,12,155.05,5.81,17.72,17.72,1.59,Low Value,Lost
1082,13810.0,2011-11-11 08:33:00,28,35,1499.01,64.28,45.54,45.54,4.84,Mid Value,At Risk Customers
1083,13811.0,2011-06-09 09:54:00,183,13,814.5,19.72,19.2,19.2,1.93,Low Value,Lost
1084,13812.0,2011-10-28 14:27:00,41,36,539.0,55.05,46.29,46.29,4.76,Mid Value,At Risk Customers
1085,13813.0,2011-10-31 10:38:00,39,69,1366.86,55.99,65.0,65.0,6.37,Mid Value,Can't Lose
1086,13814.0,2011-09-08 13:48:00,91,57,1579.12,33.52,59.43,59.43,5.55,Mid Value,Can't Lose
1087,13815.0,2011-11-17 14:19:00,21,176,4027.36,71.37,87.57,87.57,8.51,High Value,Potential Loyalists
1088,13816.0,2011-11-16 08:38:00,23,28,571.67,68.68,38.35,38.35,4.29,Mid Value,At Risk Customers
1089,13817.0,2011-11-10 17:49:00,28,24,382.98,64.28,33.82,33.82,3.84,Mid Value,At Risk Customers
1090,13819.0,2011-02-11 10:38:00,301,36,1140.35,6.14,46.29,46.29,4.03,Mid Value,At Risk Customers
1091,13821.0,2011-07-18 09:49:00,144,59,385.64,24.91,60.47,60.47,5.51,Mid Value,Can't Lose
1092,13822.0,2011-12-04 12:13:00,5,96,632.0,90.53,73.73,73.73,7.62,High Value,Potential Loyalists
1093,13823.0,2011-11-21 10:22:00,18,40,957.66,74.12,49.18,49.18,5.29,Mid Value,Can't Lose
1094,13824.0,2011-11-07 12:41:00,32,46,1698.94,60.27,53.39,53.39,5.44,Mid Value,Can't Lose
1095,13826.0,2011-06-16 13:48:00,175,10,189.5,20.72,14.35,14.35,1.53,Low Value,Lost
1096,13827.0,2011-10-13 12:38:00,57,93,412.05,46.89,73.09,73.09,6.92,High Value,Can't Lose
1097,13828.0,2011-11-17 16:02:00,21,15,209.49,71.37,22.16,22.16,2.95,Low Value,At Risk Customers
1098,13831.0,2011-11-23 15:41:00,15,74,2202.99,78.42,66.93,66.93,6.87,High Value,Can't Lose
1099,13832.0,2011-11-20 15:36:00,18,3,52.2,74.12,3.53,3.53,1.41,Low Value,Lost
1100,13833.0,2011-07-03 13:27:00,158,29,384.8,22.91,39.8,39.8,3.73,Mid Value,At Risk Customers
1101,13835.0,2011-11-14 15:37:00,24,55,834.57,67.53,58.62,58.62,6.0,Mid Value,Can't Lose
1102,13837.0,2011-05-12 12:10:00,211,19,271.24,16.13,27.52,27.52,2.58,Low Value,At Risk Customers
1103,13838.0,2011-12-04 11:00:00,5,174,691.73,90.53,87.38,87.38,8.79,High Value,Potential Loyalists
1104,13841.0,2011-04-01 12:10:00,252,1,85.0,11.44,0.84,0.84,0.24,Low Value,Lost
1105,13842.0,2011-10-12 10:51:00,58,206,3385.62,46.33,89.87,89.87,8.33,High Value,Potential Loyalists
1106,13844.0,2011-11-28 13:21:00,10,20,361.62,83.4,28.97,28.97,3.71,Mid Value,At Risk Customers
1107,13845.0,2011-10-06 08:25:00,64,9,312.98,43.08,12.61,12.61,1.72,Low Value,Lost
1108,13846.0,2011-11-15 12:07:00,24,55,865.06,67.53,58.62,58.62,6.0,Mid Value,Can't Lose
1109,13848.0,2011-09-08 12:58:00,91,5,1255.0,33.52,6.1,6.1,1.02,Low Value,Lost
1110,13849.0,2011-10-19 10:59:00,51,101,1537.95,49.71,75.31,75.31,7.15,High Value,Potential Loyalists
1111,13850.0,2011-08-02 14:04:00,128,93,1595.48,27.16,73.09,73.09,6.62,High Value,Can't Lose
1112,13851.0,2011-09-05 12:36:00,95,81,2651.46,32.47,69.21,69.21,6.37,Mid Value,Can't Lose
1113,13853.0,2011-10-13 14:18:00,56,23,1090.14,47.47,32.73,32.73,3.49,Mid Value,At Risk Customers
1114,13854.0,2011-12-01 09:06:00,8,110,8109.52,86.75,77.63,77.63,7.9,High Value,Potential Loyalists
1115,13856.0,2011-06-24 10:03:00,168,14,388.5,21.87,20.65,20.65,2.08,Low Value,At Risk Customers
1116,13858.0,2011-10-13 16:17:00,56,11,216.17,47.47,16.1,16.1,2.08,Low Value,At Risk Customers
1117,13859.0,2011-01-17 16:14:00,325,28,201.16,3.75,38.35,38.35,3.32,Low Value,At Risk Customers
1118,13860.0,2011-12-08 12:57:00,0,76,1245.9,100.0,67.57,67.57,7.24,High Value,Potential Loyalists
1119,13862.0,2011-11-21 16:24:00,17,139,2209.36,75.54,83.04,83.04,8.19,High Value,Potential Loyalists
1120,13863.0,2011-04-06 10:20:00,247,20,305.78,11.83,28.97,28.97,2.64,Low Value,At Risk Customers
1121,13865.0,2011-10-12 13:31:00,57,30,501.56,46.89,41.05,41.05,4.19,Mid Value,At Risk Customers
1122,13866.0,2011-09-26 14:54:00,73,7,145.67,39.1,9.38,9.38,1.38,Low Value,Lost
1123,13867.0,2011-11-08 15:48:00,30,61,1015.29,62.14,61.51,61.51,6.16,Mid Value,Can't Lose
1124,13868.0,2011-12-02 16:32:00,6,33,3192.54,89.79,43.79,43.79,5.07,Mid Value,Can't Lose
1125,13869.0,2011-08-08 13:53:00,122,307,3104.95,28.06,94.75,94.75,8.47,High Value,Potential Loyalists
1126,13870.0,2011-12-07 13:23:00,1,115,2770.94,97.92,78.72,78.72,8.16,High Value,Potential Loyalists
1127,13871.0,2011-11-17 10:49:00,22,336,6403.25,69.95,95.63,95.63,9.18,High Value,Champions
1128,13873.0,2011-08-12 10:08:00,119,23,389.6,28.48,32.73,32.73,3.21,Low Value,At Risk Customers
1129,13874.0,2010-12-16 18:20:00,357,18,540.45,2.41,26.16,26.16,2.26,Low Value,At Risk Customers
1130,13875.0,2011-10-17 09:36:00,53,104,1786.79,48.46,76.18,76.18,7.2,High Value,Potential Loyalists
1131,13876.0,2011-10-07 10:22:00,63,7,122.7,43.9,9.38,9.38,1.46,Low Value,Lost
1132,13877.0,2011-09-14 15:49:00,85,3,117.24,35.0,3.53,3.53,0.82,Low Value,Lost
1133,13878.0,2011-10-16 12:19:00,54,36,1281.53,48.12,46.29,46.29,4.66,Mid Value,At Risk Customers
1134,13880.0,2011-11-18 13:44:00,20,165,3219.77,72.43,86.4,86.4,8.43,High Value,Potential Loyalists
1135,13881.0,2011-12-06 12:50:00,3,178,17159.52,93.55,87.73,87.73,8.86,High Value,Potential Loyalists
1136,13882.0,2011-12-07 11:16:00,2,65,1191.13,95.88,63.42,63.42,6.83,High Value,Can't Lose
1137,13883.0,2011-11-29 10:45:00,10,142,2674.48,83.4,83.49,83.49,8.35,High Value,Potential Loyalists
1138,13884.0,2011-12-02 16:30:00,6,59,787.6,89.79,60.47,60.47,6.49,Mid Value,Can't Lose
1139,13885.0,2011-06-03 15:07:00,188,28,506.8,18.87,38.35,38.35,3.54,Mid Value,At Risk Customers
1140,13886.0,2011-09-29 13:17:00,70,16,243.56,40.87,23.6,23.6,2.62,Low Value,At Risk Customers
1141,13887.0,2011-05-19 17:22:00,203,19,349.55,16.98,27.52,27.52,2.59,Low Value,At Risk Customers
1142,13888.0,2011-08-12 10:13:00,119,40,605.63,28.48,49.18,49.18,4.61,Mid Value,At Risk Customers
1143,13889.0,2011-09-08 09:13:00,92,15,416.9,33.25,22.16,22.16,2.38,Low Value,At Risk Customers
1144,13890.0,2011-12-08 15:36:00,0,110,1883.81,100.0,77.63,77.63,8.1,High Value,Potential Loyalists
1145,13892.0,2011-11-13 11:50:00,26,27,632.97,65.69,37.09,37.09,4.14,Mid Value,At Risk Customers
1146,13893.0,2011-02-15 11:30:00,297,21,821.1,6.37,30.35,30.35,2.68,Low Value,At Risk Customers
1147,13894.0,2011-11-16 09:44:00,23,27,564.62,68.68,37.09,37.09,4.18,Mid Value,At Risk Customers
1148,13895.0,2011-11-11 16:57:00,27,118,2593.07,65.21,79.47,79.47,7.73,High Value,Potential Loyalists
1149,13897.0,2011-10-20 14:30:00,49,17,311.16,51.19,24.93,24.93,2.89,Low Value,At Risk Customers
1150,13898.0,2011-01-18 10:28:00,325,12,155.93,3.75,17.72,17.72,1.56,Low Value,Lost
1151,13899.0,2011-11-23 13:40:00,15,19,388.52,78.42,27.52,27.52,3.52,Mid Value,At Risk Customers
1152,13900.0,2011-06-09 19:26:00,182,43,740.95,19.89,51.43,51.43,4.67,Mid Value,At Risk Customers
1153,13901.0,2011-09-28 14:48:00,71,149,2867.2,40.15,84.51,84.51,7.79,High Value,Potential Loyalists
1154,13904.0,2011-11-02 13:41:00,36,26,332.64,57.91,36.0,36.0,3.93,Mid Value,At Risk Customers
1155,13908.0,2011-09-21 11:49:00,79,122,2369.55,36.61,80.09,80.09,7.36,High Value,Potential Loyalists
1156,13911.0,2011-10-13 15:43:00,56,148,2580.91,47.47,84.39,84.39,7.88,High Value,Potential Loyalists
1157,13914.0,2011-11-28 10:35:00,11,33,626.45,81.91,43.79,43.79,4.95,Mid Value,At Risk Customers
1158,13917.0,2011-10-21 09:56:00,49,18,272.04,51.19,26.16,26.16,2.99,Low Value,At Risk Customers
1159,13918.0,2011-10-21 12:25:00,49,30,1212.84,51.19,41.05,41.05,4.26,Mid Value,At Risk Customers
1160,13919.0,2011-10-11 14:24:00,58,28,384.81,46.33,38.35,38.35,3.95,Mid Value,At Risk Customers
1161,13922.0,2010-12-23 10:38:00,351,7,172.25,2.74,9.38,9.38,0.84,Low Value,Lost
1162,13923.0,2011-10-17 12:33:00,53,20,351.13,48.46,28.97,28.97,3.19,Low Value,At Risk Customers
1163,13924.0,2011-12-08 09:39:00,1,117,1838.85,97.92,79.17,79.17,8.2,High Value,Potential Loyalists
1164,13925.0,2011-09-08 12:47:00,92,41,678.25,33.25,49.88,49.88,4.74,Mid Value,At Risk Customers
1165,13926.0,2011-11-16 13:16:00,22,11,223.85,69.95,16.1,16.1,2.42,Low Value,At Risk Customers
1166,13927.0,2011-09-26 12:00:00,74,21,348.99,38.5,30.35,30.35,3.16,Low Value,At Risk Customers
1167,13928.0,2011-11-29 10:33:00,10,27,464.57,83.4,37.09,37.09,4.4,Mid Value,At Risk Customers
1168,13929.0,2011-06-23 15:26:00,168,9,842.65,21.87,12.61,12.61,1.4,Low Value,Lost
1169,13930.0,2011-10-13 09:45:00,57,17,337.34,46.89,24.93,24.93,2.82,Low Value,At Risk Customers
1170,13931.0,2011-09-05 10:12:00,95,58,1237.53,32.47,59.98,59.98,5.59,Mid Value,Can't Lose
1171,13932.0,2011-02-18 12:02:00,294,16,307.4,6.67,23.6,23.6,2.11,Low Value,At Risk Customers
1172,13933.0,2011-08-22 14:03:00,108,23,608.79,30.2,32.73,32.73,3.23,Low Value,At Risk Customers
1173,13934.0,2011-03-21 08:39:00,263,31,922.1,9.95,42.12,42.12,3.73,Mid Value,At Risk Customers
1174,13936.0,2011-06-13 08:47:00,179,26,376.58,20.1,36.0,36.0,3.36,Low Value,At Risk Customers
1175,13937.0,2011-06-23 16:35:00,168,9,158.85,21.87,12.61,12.61,1.4,Low Value,Lost
1176,13938.0,2011-11-04 14:37:00,34,7,71.66,59.25,9.38,9.38,1.69,Low Value,Lost
1177,13939.0,2011-11-16 13:33:00,22,45,568.55,69.95,52.65,52.65,5.52,Mid Value,Can't Lose
1178,13940.0,2011-11-22 15:15:00,16,49,839.14,76.96,55.3,55.3,5.86,Mid Value,Can't Lose
1179,13941.0,2011-11-18 09:43:00,21,45,5112.96,71.37,52.65,52.65,5.55,Mid Value,Can't Lose
1180,13946.0,2011-09-21 13:33:00,78,11,561.57,36.99,16.1,16.1,1.92,Low Value,Lost
1181,13947.0,2011-10-05 14:42:00,64,5,90.6,43.08,6.1,6.1,1.16,Low Value,Lost
1182,13948.0,2010-12-14 10:18:00,360,3,102.0,2.1,3.53,3.53,0.33,Low Value,Lost
1183,13949.0,2011-12-07 09:35:00,2,160,2427.32,95.88,85.88,85.88,8.74,High Value,Potential Loyalists
1184,13950.0,2011-11-28 14:44:00,10,35,745.06,83.4,45.54,45.54,5.12,Mid Value,Can't Lose
1185,13951.0,2011-06-16 16:43:00,175,39,674.45,20.72,48.43,48.43,4.43,Mid Value,At Risk Customers
1186,13952.0,2011-05-06 09:00:00,217,137,3251.07,15.2,82.84,82.84,7.27,High Value,Potential Loyalists
1187,13953.0,2011-12-02 16:04:00,6,20,3515.68,89.79,28.97,28.97,3.81,Mid Value,At Risk Customers
1188,13954.0,2011-12-08 12:50:00,1,25,439.92,97.92,34.87,34.87,4.43,Mid Value,At Risk Customers
1189,13955.0,2011-07-08 17:19:00,153,33,322.96,23.88,43.79,43.79,4.08,Mid Value,At Risk Customers
1190,13956.0,2011-12-04 13:20:00,4,152,1026.42,91.52,84.82,84.82,8.58,High Value,Potential Loyalists
1191,13959.0,2011-09-21 15:06:00,78,92,598.2,36.99,72.8,72.8,6.74,High Value,Can't Lose
1192,13960.0,2011-11-18 15:27:00,20,12,230.22,72.43,17.72,17.72,2.59,Low Value,At Risk Customers
1193,13962.0,2011-11-18 08:47:00,21,11,169.55,71.37,16.1,16.1,2.44,Low Value,At Risk Customers
1194,13963.0,2011-02-04 14:43:00,307,35,664.54,5.59,45.54,45.54,3.95,Mid Value,At Risk Customers
1195,13967.0,2011-07-17 12:02:00,145,2,80.7,24.82,2.28,2.28,0.57,Low Value,Lost
1196,13969.0,2011-12-02 15:11:00,6,626,9053.94,89.79,98.87,98.87,9.75,High Value,Champions
1197,13971.0,2011-11-21 12:06:00,18,149,2758.26,74.12,84.51,84.51,8.3,High Value,Potential Loyalists
1198,13972.0,2011-09-30 11:54:00,70,15,190.25,40.87,22.16,22.16,2.5,Low Value,At Risk Customers
1199,13973.0,2011-02-25 15:21:00,286,11,264.7,7.33,16.1,16.1,1.48,Low Value,Lost
1200,13974.0,2011-10-21 14:41:00,48,28,413.59,51.68,38.35,38.35,4.03,Mid Value,At Risk Customers
1201,13975.0,2011-11-08 13:19:00,30,338,2526.28,62.14,95.69,95.69,9.07,High Value,Champions
1202,13976.0,2011-05-17 09:13:00,206,10,357.98,16.6,14.35,14.35,1.47,Low Value,Lost
1203,13978.0,2011-11-25 11:36:00,14,15,196.79,79.8,22.16,22.16,3.08,Low Value,At Risk Customers
1204,13979.0,2011-09-27 13:32:00,72,54,869.87,39.61,58.11,58.11,5.53,Mid Value,Can't Lose
1205,13980.0,2011-10-10 13:34:00,59,11,200.14,45.62,16.1,16.1,2.05,Low Value,At Risk Customers
1206,13982.0,2011-10-31 16:24:00,38,111,1871.81,56.7,77.92,77.92,7.47,High Value,Potential Loyalists
1207,13983.0,2011-11-10 11:06:00,29,107,2603.43,63.15,76.9,76.9,7.48,High Value,Potential Loyalists
1208,13984.0,2011-11-13 12:38:00,26,16,920.51,65.69,23.6,23.6,2.99,Low Value,At Risk Customers
1209,13985.0,2011-12-05 17:06:00,3,351,7060.13,93.55,96.01,96.01,9.56,High Value,Champions
1210,13986.0,2011-11-22 15:00:00,16,13,320.46,76.96,19.2,19.2,2.79,Low Value,At Risk Customers
1211,13988.0,2011-11-20 10:15:00,19,234,4147.96,73.07,91.67,91.67,8.89,High Value,Potential Loyalists
1212,13989.0,2011-10-05 09:47:00,65,41,1266.08,42.5,49.88,49.88,4.88,Mid Value,At Risk Customers
1213,13990.0,2011-05-10 15:19:00,212,16,311.3,15.91,23.6,23.6,2.24,Low Value,At Risk Customers
1214,13991.0,2011-11-27 16:18:00,11,84,855.97,81.91,70.2,70.2,7.2,High Value,Potential Loyalists
1215,13992.0,2011-11-09 15:23:00,29,5,76.8,63.15,6.1,6.1,1.47,Low Value,Lost
1216,13993.0,2011-10-28 09:06:00,42,121,3466.36,54.59,79.94,79.94,7.61,High Value,Potential Loyalists
1217,13994.0,2011-12-06 11:05:00,3,155,2313.14,93.55,85.23,85.23,8.65,High Value,Potential Loyalists
1218,13995.0,2011-11-24 14:22:00,14,86,1393.69,79.8,70.91,70.91,7.22,High Value,Potential Loyalists
1219,13999.0,2011-11-29 13:40:00,9,208,3901.81,85.12,90.07,90.07,8.93,High Value,Potential Loyalists
1220,14000.0,2011-05-12 16:50:00,210,15,635.66,16.35,22.16,22.16,2.13,Low Value,At Risk Customers
1221,14001.0,2011-10-25 10:31:00,45,39,2043.08,52.63,48.43,48.43,4.91,Mid Value,At Risk Customers
1222,14002.0,2011-07-28 15:55:00,133,47,529.73,26.38,54.14,54.14,5.0,Mid Value,Can't Lose
1223,14004.0,2011-10-27 14:40:00,42,171,4582.64,54.59,87.14,87.14,8.23,High Value,Potential Loyalists
1224,14005.0,2011-11-30 12:41:00,9,84,2874.72,85.12,70.2,70.2,7.24,High Value,Potential Loyalists
1225,14006.0,2011-08-16 09:39:00,115,30,962.19,29.06,41.05,41.05,3.92,Mid Value,At Risk Customers
1226,14009.0,2011-05-25 15:47:00,197,42,695.61,17.7,50.67,50.67,4.57,Mid Value,At Risk Customers
1227,14012.0,2011-03-07 12:26:00,277,11,328.8,8.22,16.1,16.1,1.49,Low Value,Lost
1228,14013.0,2011-08-21 15:01:00,109,34,473.02,30.01,44.63,44.63,4.24,Mid Value,At Risk Customers
1229,14014.0,2011-09-23 13:18:00,76,39,505.18,37.97,48.43,48.43,4.69,Mid Value,At Risk Customers
